_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
93,True,Moon Township VFC,Fire Department,"1000 Beaver Grade Road, Moon Township, PA 15108",http://moontwpfire.com,"Friday Mar 3 from 11:00 AM to 8:00 PM, Friday Mar 10 from 11:00 AM to 8:00 PM, Friday Mar 17 from 11:00 AM to 8:00 PM, Friday Mar 31 from 11:00 AM to 8:00 PM, Friday Mar 24 from 11:00 AM to 8:00 PM, Friday Apr 14 from 11:00 AM to 8:00 PM, Friday Apr 7 from 11:00 AM to 8:00 PM","The annual Moon Twp. VFC Lenten Fish Frys will be held on Fridays during lent from March 3rd,2017 to April 14th,2017 at the Public Safety Building. Fish Fry Hours are 11:00 AM-8:00PM. All food on menu can be for take out service or sit down meals","Menu items--all dinners include Fries and our special firehouse recipe Coleslaw--Fish Dinner, Chicken Dinner, Shrimp Dinner, Fish Sandwich",,412-262-5006,,False,True,False,True,,True,74,40.504618,-80.208152
94,True,Allegheny Elks Lodge #339,Community Organization,"400 Cedar Avenue, Pittsburgh, PA",https://www.facebook.com/alleghenyelks/,"Friday Mar 24 from 5:30 PM to 8:00 PM, Friday Mar 10 from 5:30 PM to 8:00 PM, Friday Apr 14 from 5:30 PM to 8:00 PM, Friday Apr 7 from 5:30 PM to 8:00 PM, Friday Mar 31 from 5:30 PM to 8:00 PM, Friday Mar 17 from 5:30 PM to 8:00 PM, Friday Mar 3 from 5:30 PM to 8:00 PM"," Come get your Lenten Fish Fry on with Allegheny Elks on the Northside. Every Friday, March 3rd through April 14th.","Large Fish Sandwich - $11; Small Fish Sandwich - $8; Grilled Cod - $11; Toasted Cheese Sandwich - $6; Each meal comes with 2 sides (choose from fries, homemade mac & cheese, stewed tomatoes, coleslaw). A la carte sides - $3 each",,412-321-1834,,,True,True,False,False,True,101,40.451826,-80.000775
95,True,"St Elizabeth Ann Seton, Carnegie",Church,"330 3rd Ave, Carnegie, PA 15106",,"Friday Mar 17 from 11:30 AM to 7:00 PM, Friday Mar 10 from 11:30 AM to 7:00 PM, Friday Mar 31 from 11:30 AM to 7:00 PM, Friday Mar 3 from 11:30 AM to 7:00 PM, Friday Apr 7 from 11:30 AM to 7:00 PM, Wednesday Mar 1 from 11:30 AM to 7:00 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Friday Mar 24 from 11:30 AM to 7:00 PM","For phone orders, call 412-276-1011, ext. 220, from 11 a.m.-6 p.m.","Dinner menu: fish trio dinner, $12.50; baked fish dinner, $8.50; fried fish dinner, $8.25; crab cake dinner, $9; shrimp dinner, $8; pierogie dinner (six), $6; macaroni and cheese dinner with stewed tomatoes, $6; fish parmesan, $8.50. Dinners include cole slaw and roll with butter. A la carte menu includes baked or fried fish sandwich, crab cakes, shrimp basket and pierogies. Sides include french fries, pasta marinara, haluski, clam chowder, potato soup and more.",In St Luke Hall,412-276-1011 ext 220,,,,,True,,True,238,40.403918,-80.091003
96,False,Shelleys Pike Inn Restaurant,Restaurant,"144 West Pike St Houston, PA 15342",,,,"Come try our delicious breaded cod. Fish sandwich alone is $8.99, or get a fish sandwich, french fries, and coleslaw for $10.99.",,,,,,,,,False,240,,
97,True,St Albert the Great Church,Church,3198 Schieck St,,"Friday Mar 24 from 3:00 PM to 7:00 PM, Friday Mar 31 from 3:00 PM to 7:00 PM, Friday Mar 10 from 3:00 PM to 7:00 PM, Friday Mar 17 from 3:00 PM to 7:00 PM, Friday Apr 7 from 3:00 PM to 7:00 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Wednesday Mar 1 from 3:00 PM to 7:00 PM, Friday Mar 3 from 3:00 PM to 7:00 PM",Credit cards and checks welcome.,"Dinners, $9, and includes two sides: Panko breaded Icelandic cod fried fish sandwich; Panko breaded Icelandic cod fried fish on a dish; orange juice and herb-baked Icelandic cod fish; breaded shrimp; Maryland crab cake; homemade potato pierogie. Sides include french fries, macaroni and cheese, cole slaw, haluski, stewed tomatoes and potato pancakes. A la carte menu is $6. Soup is $4 for 12 ounces, and includes choice of New England clam chowder or weekly soup du jour. Also, albacore tuna salad croissant with lettuce and tomato, cheese pizza, pretzels, deep-fried wheel of provolone cheese. Featuring fresh doughnuts, with choice of plain, iced, sugar and jimmies.",,412-440-0221,,True,True,False,False,,True,239,40.387001,-79.963388
98,True,Pittsburgh Moose Lodge 46 North Hills,Community Organization,"1044 Saxonburg Blvd., Glenshaw, PA",http://www.moose46.org/,"Friday Mar 31 from 4:00 PM to 9:00 PM, Friday Apr 14 from 4:00 PM to 9:00 PM, Friday Mar 10 from 4:00 PM to 9:00 PM, Friday Apr 7 from 4:00 PM to 9:00 PM, Friday Mar 24 from 4:00 PM to 9:00 PM, Friday Mar 3 from 4:00 PM to 9:00 PM, Friday Mar 17 from 4:00 PM to 9:00 PM",,https://www.facebook.com/MooseLodge46/photos/a.311685879038551.1073741833.200770863463387/581249358748867/?type=3&theater,,412-487-9055,,,True,True,,,True,289,40.519496,-79.939018
99,True,Hogfathers Canonsburg,Restaurant,"113 Cavasina Drive, Canonsburg, PA 15317",http://hogfathersbbq.com,,,,,724-743-3227,,,True,True,True,,True,242,40.26255,-80.17428
100,True,Hogfathers Washington,Restaurant,"1301 Jefferson Ave, Washington, PA 15301",http://hogfathersbbq.com,,,,,724-229-1227,,,True,True,True,,True,244,40.18625,-80.26741
101,True,"St. Patrick, Canonsburg",Church," 317 W Pike St, Canonsburg, PA 15317",www.stpatrickparish.net,,"Fridays of Lent, except Good Friday, 11 a.m.-1 p.m. lunch, 4-7 p.m. dinner. Fax orders to 724-746-1112 two hours prior to pickup or delivery.","Lunch menu features hand-breaded cod sandwich in adult and child size, soup and sides. Delivery is available for lunch within seven miles with minimum order of $30. Dinner entrees include hand-breaded baked or fried cod, shrimp and seafood platter, with two sides, roll and butter, dessert and beverage. Sides include hush puppies, haluski, macaroni and cheese, cole slaw, applesauce and stewed tomatoes. Also featuring homemade desserts. Homemade pierogies for sale, cooked with butter and onions, or dozen frozen.",,724-745-6560,,True,True,,True,,True,245,40.258009,-80.195076
102,True,Hogfathers Washington Crown Center,Restaurant,"1500 West Chestnut Street, Washington, PA 15301",hogfathersbbq.com,,,,,724-222-9227,,,True,True,True,,True,246,40.172387,-80.246061
103,True,Holy Angels (Hays),Church,"408 Baldwin Road Pittsburgh, Pa. 15207",http://www.holyangelshays.org/fish-fry.html,,"ASH WEDNESDAY: MARCH 1, and FRIDAYS:  MARCH 3, 10, 17, 24, 31 and April 7, 14 (Good Friday) 11:00 AM TO 6:30 PM","fried fish sandwich dinner, with french fries and cole slaw, $9; baked fish dinner with baked potato, cole slaw and roll, $9; a la carte menu includes baked or fried fish sandwich and fried or baked fish with no bun, pizza, New England clam chowder and Maryland crab soup. Side dishes include macaroni and cheese, baked potato, french fries and cole slaw.",,412-461-9503,,False,True,False,True,False,True,11,40.387258,-79.93301
104,False,Spring House,Unsure / N/A,"1531 Route 136 Washington, PA 15301",,,,,,,,,,,,,False,243,40.174551,-80.248628
105,True,OTB Bicycle Cafe,Restaurant,"2518 East Carson St, Pittsburgh, PA 15203",,,,"We will be featuring a Colossal Fish sandwich with lettuce and tomato, Guinness Fish tacos with lime slaw, avocado, and pico de gallo, and last bit not least, our OTB Shrimp Po Boy!!",,,,,,,,,True,295,40.427401,-79.969068
106,True,"St. Maximilian Kolbe, West Homestead",Church,"363 W. 11th Ave. West Homestead, PA",https://www.facebook.com/StMaxParish/,"Friday Mar 3 from 10:00 AM to 7:00 PM, Wednesday Mar 1 from 10:00 AM to 7:00 PM, Friday Mar 10 from 10:00 AM to 7:00 PM, Friday Mar 24 from 10:00 AM to 7:00 PM, Friday Apr 14 from 10:00 AM to 7:00 PM, Friday Mar 17 from 10:00 AM to 7:00 PM, Friday Mar 31 from 10:00 AM to 7:00 PM, Friday Apr 7 from 10:00 AM to 7:00 PM","Fish dinners come with steak fries and cole slaw. No substitutions, please.  Business delivery 11 a.m. until 1 p.m. for orders of $30 or more (order must be placed by 11:00 a.m.)  Credit Cards accepted for purchases of $25 or more ($2 service fee applies)  Credit Cards cannot be accepted for delivery orders",Fish:  Fried fish sandwich $7.75  Fried fish dinner $9.75  Baked fish sandwich $8.00  Baked fish dinner $10.25  Extra Bun $1.00 Shrimp:  Jumbo shrimp (6) $6.75  Jumbo shrimp dinner $9.75  Popcorn shrimp $5.50  Popcorn shrimp dinner $8.00 Crab:  Crab cakes (2) $9.00  Crab cake dinner $10.75  Stuffed flounder dinner $10.00 Stuffed Tomato - Tuna $6.00  Tuna Salad on Croissant $6.00  Egg Salad on Croissant $6.00  Linguini (comes with salad and roll):  Shrimp $9.25 red or white  Scallops $9.25 red or white  Pizza with cheese $6.00  3 Pierogies $3.00  6 Pierogies $6.00  12 Pierogies $9.75  with onion without onion Potato pancakes (3) $5.00 Applesauce/ sour cream Steak Fries $2.75 Stewed Tomato $2.50 Tuna Noodle Casserole $7.00 Haluski:  12 ounce $3.00  32 ounce $6.50 Potato Haluski:  12 ounce $5.00  32 ounce $9.00 Mac N Cheese:  8 ounces $3.50  12 ounces $6.00  Quart $9.00 Soup:  12 ounces $3.50  Quart $7.00 Cole Slaw:  Serving $1.25  Pint $3.00  Quart $5.00 Salad:  Side $3.00  Large $5.00 Fresh Fruit Cup One Size $3.50 Applesauce $1.00,,412-462-1743,,,True,False,True,,True,41,40.401601,-79.91404
107,True,St. Irenaeus (Oakmont),Church,"387 Maryland Ave, Oakmont, PA 15139",,"Friday Mar 31 from 11:00 AM to 1:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Apr 7 from 11:00 AM to 1:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 17 from 11:00 AM to 1:00 PM, Friday Mar 3 from 11:00 AM to 1:00 PM, Friday Mar 10 from 11:00 AM to 1:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 24 from 11:00 AM to 1:00 PM",Takeout orders available; call 412-828-9846. Jeanne Kaus Memorial St. Is Community Fish Fry.,"Lunch menu- baked or fried fish sandwich, $6; tuna croissant, $4.50; salad, $3; homemade haluski, $2; macaroni and cheese, $2; cole slaw, $2; french fries, $2. Dinner menu, with choice of two side items: baked or fried fish, $9.50; shrimp, $9.50; tuna croissant, $7.50. Side items include salad, cole slaw, french fries, onion rings, baked potato, haluski, macaroni and cheese. A la carte menu features fish sandwiches, pizza, chicken nuggets and more. An array of desserts are available. ",In Blough Hall,412-828-9846,,,True,,True,,True,248,40.519276,-79.841161
108,True,St. Luke,Church,421 East 38th Street. Erie PA,http://www.slserie.org/,"Friday Mar 17 from 5:00 PM to 7:00 PM, Friday Mar 3 from 5:00 PM to 7:00 PM, Friday Mar 10 from 5:00 PM to 7:00 PM, Friday Mar 24 from 5:00 PM to 7:00 PM","Takeout available after 5pm. 50-50 and Gift Basket Raffle. Hosted by the Knights of Columbus, Msrg. Robert D Goodill Council 11229",Fish Dinner - 10. Captains Platter - 12 Shrimp Basket - 7,St Luke Cafe,814-825-7105 ,,False,True,False,False,,True,60,42.105262,-80.057136
109,True,Ancient Order of Hibernians,Unsure / N/A,"302 Mansfield Avenue Carnegie, Pa. 15106",http://www.aohdivision32.org/,"Friday Mar 3 from 4:00 AM to 7:00 PM, Friday Mar 31 from 4:00 AM to 7:00 PM, Friday Apr 7 from 4:00 AM to 7:00 PM, Friday Mar 10 from 4:00 AM to 7:00 PM, Friday Mar 24 from 4:00 AM to 7:00 PM, Friday Apr 14 from 4:00 AM to 7:00 PM, Friday Mar 17 from 4:00 AM to 7:00 PM",,Cost: Prices range from 3 to 10;  Menu: Hand breaded and fried Haddock Sandwiches and dinners; Baked Fish Sandwiches and dinners; Fried Shrimp dinners; Home Made Haluski; Baked Potatoes; French Fries; Home Made Cole Slaw; Macaroni and Cheese,"Ukaranian American Citizens Club, Social Hall dining room",,aohdiv32@gmail.com,False,True,True,False,,True,247,40.41042,-80.090892
110,True,Hills Restaurant,Restaurant,"107 Main St, New Eagle, PA 15067",https://www.facebook.com/Hills-Restaurant-117576318259711/,"Friday Mar 10 from 10:00 AM to 8:00 PM, Friday Apr 7 from 10:00 AM to 8:00 PM, Friday Mar 24 from 10:00 AM to 8:00 PM, Friday Mar 31 from 10:00 AM to 8:00 PM, Friday Mar 17 from 10:00 AM to 8:00 PM, Friday Mar 3 from 10:00 AM to 8:00 PM, Friday Apr 14 from 10:00 AM to 8:00 PM"," Fresh Hand Breaded Haddock, Tuna Salad, Cabbage and Homemade Dumplings, Homemade Mac and Cheese, Salmon Patties, Lobster Bisque, Shrimp n a Basket, and lots more.",,,(724) 258-5422,,,,,True,,True,249,40.206987,-79.940977
111,True,Church of the Resurrection Byzantine,Church,"455 Center Road, Monroeville, PA",http://www.archpitt.org/place/church-of-the-resurrection-byzantine-catholic/,,,"Fish sandwiches, shrimp, salmon cakes, dinners ($10-$13)",,412-372-9415,,,True,,,,True,290,40.453849,-79.761257
112,True,Armandos Pizza,Unsure / N/A,"583 Fallowfield Ave. Charleroi, PA 15022",http://armandospizza.net/,,Ash Wednesday and every Friday,Colossal Fish Sandwich and Cole Slaw 6.99. The Pounder Platter 1lb of Fish and 1lb of Fries 10.99. Voted Best Fish in the Valley.,,724-483-5540,,False,,True,True,,True,251,40.138896,-79.899255
113,True,St. Joan of Arc (South Park),Church,"6470 Library Rd, South Park Township, PA 15129",,"Friday Mar 10 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 7:00 PM","Dine-in or takeout. For advance orders, call 412-854-3173.","Lunch Special, 11am-2pm Fried cod sandwich with french fries, $7.50; pizza with side salad, $5 (toppings additional); one crab cake with homemade cup of soup, $6. Entrees: fried cod fish sandwich, $7; baked cod sandwich with dill hollandaise sauce, $7; baked cod or fried fish dinner with french fries and cole slaw, $9; baked Norwegian salmon, with dill hollandaise sauce, $9 ($12 with salad and roll); fried shrimp, $6.50; shrimp PoBoy sandwich with french fries, $8.50; homemade lump crab cake, $4.50 for one, $8.50 for two; fish taco, $7; spicy fish bites, $5.50; pierogies, $5 for six. Special seafood combo, with fried or baked cod with bun, two shrimp and one crab cake, $12. Also, red flatbread pizza, $3, plus 75 cents for pepperoni, and white flatbread pizza, with tomato and spinach, $1.50. Beer and wine available. ",,412-854-3173,,,True,True,True,,True,252,40.287514,-80.025658
114,True,Heidelberg Volunteer Fire Department,Fire Department,"456 First Street, Heidelberg PA 15106",,"Friday Apr 14 from 11:00 AM to 11:00 AM, Wednesday Mar 1 from 11:00 AM to 7:00 PM",Ash Wednesday and Good Friday only,"Main dishes include fish sandwiches, fish and shrimp dinners and crab cakes. Sides including mac n cheese, fries, soups, and more. Our world famous pierogis will also be available ,potato and cheese only for Ash Wednesday. Stop by early as they are sure to sell out. For Good Friday only, if youd like to pre-order pierogis - potato and cheese, sauerkraut or sweet cabbage , please call 412-722-6314.",Fire Department Social Hall. Ample parking and hall entrance is located behind the fire station.,412 722-6314,,,True,False,False,,True,250,40.391722,-80.092331
115,True,All Saints,Church,"11264 Route 97 North, Waterford PA",,"Friday Mar 24 from 4:30 PM to 7:30 PM, Friday Mar 31 from 4:30 PM to 7:30 PM, Friday Apr 7 from 4:30 PM to 7:30 PM, Friday Mar 17 from 4:30 PM to 7:30 PM, Friday Mar 10 from 4:30 PM to 7:30 PM, Friday Mar 3 from 4:30 PM to 7:30 PM","4:30-7:30 pm March 3, 10, 17, 24, 31, and April 7","Baked or fried white fish. Adult $9, Child 12 and under $4, Toddlers free. Includes choice of baked potato and french fries, coleslaw/applesauce, homemade desserts, and drink.",,814-796-3023,,,True,,False,,True,253,41.974787,-80.009111
116,True,American Legion Post 902,Community Organization,"124 West Pike St., Houston, PA",https://www.facebook.com/American-legion-Post-902-148513762170830/,,,Fish and shrimp available for Lent,,,,,,,,,True,159,40.248652,-80.211168
117,True,Elliott West End Athletic Association,Community Organization,"Herschel St and Hassler St Pittsburgh, PA 15220",https://www.facebook.com/EliottAthleticAssociation/,"Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Wednesday Mar 1 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM",Takeout only. ,"Fried Fish Dinner and Shrimp Dinners 10 each, Fried Fish Sandwich 7, Haluski 3, Mac and Cheese 3, Grilled Cheese with chips 3, French Fries 2. Dinners include French fries, cole slaw, and drink. Extra drinks 1 extra. Drink choices include Pepsi, Diet Pepsi, Mountain Dew, Root Beer, Brisk Tea, Sierra Mist, bottled water.",Sales are out of the Herschel Playground Little League candy stand.  ,412-928-8854,,False,True,False,False,,True,259,40.44088,-80.04379
118,True,Northside Catholic School (at Risen Lord),Church,"3250 California Avenue, Pittsburgh, PA",https://www.facebook.com/events/459415711115955/,,"March 3-Good Friday we will be hostng Northisde Catholic Schools Fish Fry Fridays at Risen Lord Church on Californis Avenue. Dine in from 3-6:30 or order a family meal for takeout, deliveries wil be made from 3-5pm, within a 5 mile radius from the church, for deliveries please call 4129921360 between 11-2 (on the day of the Fish Fry) to place your orders. We are handicap accesible!! Our hopes are to contiue to serve the community and with that we hope to see you at our Fish Fry Fridays!","Baked fish, fried fish, grilled cheese sandwhiches, mini cheese pizzas and much more we are sure will have something for everyone!! ",,4129921360,,,,False,False,True,True,174,40.474645,-80.038741
119,True,St. Joseph (Coraopolis),Church,"1304 4th Ave, Coraopolis, PA 15108",,"Friday Mar 3 from 3:45 PM to 6:45 PM, Friday Apr 7 from 3:45 PM to 6:45 PM, Friday Apr 7 from 11:30 AM to 1:30 PM, Friday Mar 3 from 11:30 AM to 1:30 PM, Friday Mar 10 from 3:45 PM to 6:45 PM, Friday Apr 14 from 3:45 PM to 6:45 PM, Friday Mar 31 from 11:30 AM to 1:30 PM, Friday Mar 31 from 3:45 PM to 6:45 PM, Friday Mar 10 from 11:30 AM to 1:30 PM, Friday Mar 17 from 11:30 AM to 1:30 PM, Friday Mar 24 from 3:45 PM to 6:45 PM, Friday Apr 14 from 11:30 AM to 1:30 PM, Friday Mar 24 from 11:30 AM to 1:30 PM, Friday Mar 17 from 3:45 PM to 6:45 PM",Call ahead at 412-329-7911 for takeout orders.,,,412-329-7911,,,True,,True,,True,255,40.516294,-80.158868
120,True,Holy Cross (Reilly Center),Church,"7100 West Ridge Road, Fairview PA",,,,"Fried pollack, fried shrimp, or combo. Adult $10, Child $5. Includes baked potato, homemade coleslaw, roll, butter, dessert, and beverage. Mac and cheese $5. ",,814-474-2605,,,True,,,,True,256,42.03971,-80.245022
121,True,Hanover Volunteer Fire Department Fish Fry,Fire Department,"9 Starck Drive, Burgettstown, PA 15021",hanovervfd45.com,"Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 7:00 PM, Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM",Delivery available,"Fish Dinner with Cole Slaw and One Side - $12.00
Shrimp Dinner with Cole Slaw and One Side - $12.00
Fish Sandwich - $10.00
Shrimp Basket - $10.00
Chicken Sandwich - $5.00
Mac and Cheese - $3.00
Haluski - $3.00
French Fries - $3.00
Pierogies (4) - $3.00
Cole Slaw - $3.00
Drinks - $1.00",,724-729-3929,,,True,False,True,,True,254,40.380792,-80.393425
122,True,St. Philip- Ascension Worship Site,Church,"114 Berry St., Pittsburgh, PA",,"Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM","Ash Wednesdays and Fridays of Lent, including Good Friday, 4-7 p.m.","Fish sandwich, 6.50; fish dinner, 7.75; baked cod dinner, 8.75; jumbo shrimp dinner, 9; crab cake dinner, 9; seafood platter, 9.50; macaroni and cheese, 2. Soup, haluski, grilled cheese, beverages and dessert available.",Venue is located in Connor Hall of Ascension Church,412-922-6300,,,,,False,,True,43,40.449117,-80.068625
123,True,Tower Restaurant,Restaurant,"680 W Chestnut St Washington, PA 15301",http://www.towerrestaurant.net/,,,,,724-222-5952,,,,,True,,True,258,40.169556,-80.260334
124,True,Centerville American Legion Post 705,Community Organization,1101 Old National Pike Fredericktown PA 15333,https://www.facebook.com/CALPost705/,"Friday Apr 14 from 5:00 PM to 8:00 PM, Friday Mar 24 from 5:00 PM to 8:00 PM, Friday Apr 7 from 5:00 PM to 8:00 PM, Friday Mar 17 from 5:00 PM to 8:00 PM, Friday Mar 3 from 5:00 PM to 8:00 PM, Friday Mar 31 from 5:00 PM to 8:00 PM, Friday Mar 10 from 5:00 PM to 8:00 PM",EVERY FRIDAY FROM NOVEMBER 11TH - APRIL 21ST,https://www.facebook.com/CALPost705/photos/a.578206219030287.1073741828.334499336734311/602404116610497/?type=3&theater,,724-632-9591,,,True,,False,,True,141,40.047622,-79.987232
125,True,Smithton VFD,Fire Department,"609 Center Street, Smithton, PA",http://smithtonfire.org/news.html?view=1&id=11521,,4-7 PM every Friday of Lent,Hand Breaded / Fried North Atlantic Cod; French Fries; Homemade Cole Slaw; Roll and Butter; Free Coffee; Pop / Water can be purchased at the hall; Cost per Dinner: $9.50,,724-872-9201,,,,,False,,True,276,40.15497,-79.743086
126,True,"St. Raphael, Morningside/Stanton Heights",Church,"1154 Chislett St. Pittsburgh, PA",http://www.straphaelpgh.org/,"Friday Mar 10 from 4:30 PM to 7:00 PM, Friday Apr 7 from 4:30 PM to 7:00 PM, Friday Mar 31 from 4:30 PM to 7:00 PM, Friday Apr 14 from 4:30 PM to 7:00 PM, Friday Mar 24 from 4:30 PM to 7:00 PM, Friday Mar 3 from 4:30 PM to 7:00 PM, Friday Mar 17 from 4:30 PM to 7:00 PM",Please be sure to stop by our 8th Grade Bake Sale for dessert! Proceeds benefit a field trip!,"Dinners include entree, two sides, and a roll. Dinner Sides: fries, mac n cheese, three pierogies, cole slaw, applesauce, or veggies. Fried Fish Dinner - 10. Baked Fish Dinner - 11. Jumbo Fried Shrimp Dinner - 9. Six Pierogie Dinner - 7. Sandwiches and Sides also available a-la-carte for 1 to 4. Soda and Water - 1.",In the Multi Purpose Room,412.661.3100,parishcenter@straphaelpgh.org,,True,False,False,,True,44,40.478645,-79.928966
127,True,St. Mary Orthodox Church,Church,"105 S. 19th St. Pittsburgh, PA 15203",,,FRIDAYS - March 3 through April 7 11am to 7pm,"Fish Sandwich and Fries  6, Shrimp and Fries  7, Baked Fish  5, Fried Fish  5, 1 Crab Cake  5, 4 Shrimp  6, Greek Salad  4, 3 Pierogi  3, Halushki  3, Macaroni and Cheese  3, Fries  1, Cole Slaw  1, Green Beans  1, Applesauce  1, Bun  1, Dozen Frozen Pierogi  8, Soft Drink or Bottled Water  1",,412-431-6428,,True,,False,True,,True,69,40.42808,-79.978952
128,True,Stockdale Volunteer Fire Department,Unsure / N/A,316 Railroad St. Stockdale PA 15483,http://stockdalevfd.com/,"Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM",11-7 Ash Wednesday and all Fridays of Lent,https://www.facebook.com/stockdalevfd/photos/a.761528880555444.1073741830.737250029649996/1437486629626329/?type=3&theater,Located in the Social Hall Annex,724-938-3300,,False,True,,True,,True,213,40.08291,-79.84925
129,True,"St. Maurice, Forest Hills",Church,"2001 Ardmore Blvd. Forest Hill, PA",http://stmauriceparish.org/church/,"Friday Mar 24 from 11:00 AM to 6:00 PM, Friday Mar 31 from 11:00 AM to 6:00 PM, Friday Mar 10 from 11:00 AM to 6:00 PM, Friday Mar 3 from 11:00 AM to 6:00 PM, Friday Apr 14 from 11:00 AM to 6:00 PM, Friday Apr 7 from 11:00 AM to 6:00 PM, Friday Mar 17 from 11:00 AM to 6:00 PM",For all take-out orders please call Keane Hall kitchen at 412-723-1200 between 1:00-6:30 PM,"Fried and baked fish, shrimp, coleslaw, mac & cheese, haluski, French fries, pizza, sandwiches, and pasta. Eat-in or take-out orders. Potato & cheese and sauerkraut pierogis are available",The fish fry will be in Keane Hall,412-723-1200,,True,True,False,False,,True,40,40.421684,-79.851328
130,True,St. Ferdinand,Church,"2535 Rochester Rd Cranberry Township, PA",http://stferd.org/,"Friday Apr 7 from 11:30 AM to 1:30 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 17 from 11:30 AM to 1:30 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 3 from 11:30 AM to 1:30 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Friday Mar 10 from 11:30 AM to 1:30 PM, Friday Mar 31 from 11:30 AM to 1:30 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 24 from 11:30 AM to 1:30 PM, Friday Mar 31 from 4:00 PM to 7:00 PM",https://www.facebook.com/saintferdinandcranberry/photos/a.792356890806571.1073741826.345338188841779/1385459621496292/?type=3&theater,"Fish or Fish Sandwich Dinner includes a choice of Baked or Fried Fish Fillet, French Fries, Homemade Haluski or Homemade Macaroni and Cheese, and a choice of Applesauce, Coleslaw or Green Beans. Ala carte options include; Homemade Tossed Cheese Pizza $2.00; Homemade Soup of the Week $2.00; Pierogi or Haluski $3.00; Macaroni and Cheese $3.00; French Fries $2.00; Cole Slaw $1.00; Apple Sauce $1.00; Baked or Fried Fish Fillet $6.00; Fish Sandwich $7.00;  Weekly Specials; Adult Fish Dinners $10 - Child`s Dinner $6 - Pierogi Dinner $8; -10 and under-; ; Brownie and Ice Cream included with dine-in dinners; Brownie included with take-out dinners; Ice Cream donated by Ice Box Creamery-",,724-776-2899,,,True,,True,,True,107,40.698105,-80.110371
131,True,Wilkins Township VFC #3,Fire Department,"109 Powell St, East Pittsburgh, PA 15112",https://www.facebook.com/174495925973/photos/a.10151638492125974.1073741825.174495925973/10154161971400974/?type=3&theater,,every Lenten Friday from 4-7 pm; Good Friday 12-7,,,,,,,,,,True,277,40.41792,-79.839093
132,True,Rural Ridge Fire ,Fire Department,"135 Little Deer Creek Road, Rural Ridge, PA 15075",https://www.facebook.com/Rural-Ridge-Volunteer-Fire-Co-156352784403369/,,11-6 pm every Friday during Lent,https://www.facebook.com/photo.php?fbid=1553181801366548&set=o.156352784403369&type=3&theater,,,,False,,,True,,True,281,40.58562,-79.82866
